Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,City
213-72-6612,A,Normal,Male,Food and beverages,43.25,2,4.325,90.825,20/03/2019,15:56,Cash,6.2,Yangon
746-68-6593,C,Member,Female,Sports and travel,87.16,2,8.716,183.036,11/01/2019,14:29,Credit card,9.7,Yangon
836-82-5858,B,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,26/01/2019,19:14,Ewallet,4,Mandalay
583-72-1480,C,Member,Male,Electronic accessories,37.06,4,7.412,155.652,31/01/2019,16:24,Ewallet,9.7,Yangon
466-61-5506,B,Member,Female,Electronic accessories,90.7,6,27.21,571.41,26/02/2019,10:52,Cash,5.3,Mandalay
721-86-6247,A,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,11/03/2019,12:55,Ewallet,7.4,Yangon
289-65-5721,B,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,26/01/2019,19:28,Cash,6.5,Mandalay
545-46-3100,B,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,12/03/2019,13:52,Credit card,8.7,Mandalay
418-02-5978,B,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,11/02/2019,10:54,Cash,8,Mandalay
269-04-5750,B,Member,Male,Fashion accessories,73.82,4,14.764,310.044,21/02/2019,18:31,Cash,6.7,Mandalay
157-13-5295,A,Member,Male,Health and beauty,51.94,10,25.97,545.37,09/03/2019,18:24,Ewallet,6.5,Yangon
645-78-8093,A,Normal,Female,Sports and travel,93.14,2,9.314,195.594,20/01/2019,18:09,Ewallet,4.1,Yangon
211-30-9270,C,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,28/01/2019,15:16,Credit card,4.9,Yangon
755-12-3214,C,Member,Female,Fashion accessories,44.22,5,11.055,232.155,05/03/2019,17:07,Credit card,8.6,Yangon
346-84-3103,B,Memberr,Female,Electronic accessories,13.22,5,3.305,69.405,02/03/2019,19:26,Cash,4.3,Mandalay
478-06-7835,A,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,11/01/2019,11:20,Ewallet,4.9,Yangon
540-11-4336,A,Normal,Male,Food and beverages,24.94,9,11.223,235.683,11/01/2019,16:49,Credit card,5.6,Yangon
448-81-5016,A,Normal,Male,Health and beauty,59.77,2,5.977,125.517,11/03/2019,12:01,Credit card,5.8,Yangon
142-72-4741,C,Member,Male,Fashion accessories,93.2,2,9.32,195.72,28/02/2019,18:37,Credit card,6,Yangon
217-58-1179,A,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,05/01/2019,11:25,Cash,4.2,Yangon
376-02-8238,B,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,02/02/2019,18:42,Credit card,8.3,Mandalay
530-90-9855,A,Member,Male,Home and lifestyle,47.59,8,19.036,399.756,01/01/2019,14:47,Cash,5.7,Yangon
866-05-7563,B,Member,Female,Electronic accessories,81.4,3,12.21,256.41,09/02/2019,19:43,Cash,4.8,Mandalay
604-70-6476,A,Member,Male,Fashion accessories,17.94,5,4.485,94.185,23/01/2019,14:04,Ewallet,6.8,Yangon
799-71-1548,A,Member,Male,Electronic accessories,77.72,4,15.544,326.424,07/01/2019,16:11,Credit card,8.8,Yangon
785-13-7708,B,Normal,Male,Food and beverages,73.06,7,25.571,536.991,14/01/2019,19:06,Credit card,4.2,Mandalay
845-51-0542,B,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,02/02/2019,15:34,Ewallet,6.4,Mandalay
662-47-5456,C,Member,Male,Fashion accessories,35.19,10,17.595,369.495,17/03/2019,19:06,Credit card,8.4,Yangon
883-17-4236,C,Normal,Female,Sports and travel,14.39,2,1.439,30.219,02/03/2019,19:44,Credit card,7.2,Yangon
290-68-2984,A,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,16/03/2019,11:22,Cash,5.2,Yangon
704-11-6354,A,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,06/01/2019,11:23,Cash,8.9,Yangon
110-48-7033,B,Member,Male,Fashion accessories,32.62,4,6.524,137.004,29/01/2019,14:12,Cash,9,Mandalay
366-93-0948,A,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,31/01/2019,10:46,Credit card,9.7,Yangon
729-09-9681,A,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,05/02/2019,10:16,Ewallet,8.7,Yangon
151-16-1484,A,Member,Male,Electronic accessories,32.25,4,6.45,135.45,13/02/2019,12:38,Ewallet,6.5,Yangon
380-94-4661,C,Member,Male,Electronic accessories,65.94,4,13.188,276.948,07/02/2019,13:05,Credit card,6.9,Yangon
850-41-9669,A,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,19/03/2019,13:25,Ewallet,6.2,Yangon
821-07-3596,C,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,07/03/2019,14:53,Ewallet,5.6,Yangon
655-85-5130,B,Member,Female,Fashion accessories,38.3,4,7.66,160.86,13/03/2019,19:22,Cash,5.7,Mandalay
447-15-7839,A,Member,Female,Sports and travel,22.24,10,11.12,233.52,09/02/2019,11:00,Cash,4.2,Yangon
154-74-7179,B,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,26/02/2019,19:24,Ewallet,7.9,Mandalay
253-12-6086,A,Member,Female,Sports and travel,98.4,7,34.44,723.24,12/03/2019,12:43,Credit card,8.7,Yangon
808-65-0703,C,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,14/03/2019,17:22,Credit card,6.9,Yangon
571-94-0759,B,Member,Female,Food and beverages,74.6,10,37.3,783.3,08/01/2019,20:55,Cash,9.5,Mandalay
144-51-6085,A,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,05/01/2019,16:05,Credit card,4.4,Yangon
731-14-2199,A,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,04/01/2019,13:34,Ewallet,7,Yangon
783-09-1637,B,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,06/03/2019,18:13,Ewallet,6.3,Mandalay
687-15-1097,C,Member,Female,Health and beauty,21.12,2,2.112,44.352,03/01/2019,19:17,Cash,9.7,Yangon
126-54-1082,A,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,07/01/2019,11:44,Credit card,8.8,Yangon
633-91-1052,A,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,27/01/2019,15:51,Cash,5.1,Yangon
477-24-6490,B,Normal,Female,Health and beauty,99.71,6,29.913,628.173,26/02/2019,16:52,Ewallet,7.9,Mandalay
566-19-5475,B,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,07/01/2019,20:52,Cash,6.2,Mandalay
526-86-8552,C,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,07/01/2019,17:36,Cash,7.1,Yangon
376-56-3573,C,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,02/02/2019,13:23,Ewallet,6.4,Yangon
537-72-0426,C,Member,Male,Fashion accessories,70.99,10,35.495,745.395,20/03/2019,16:28,Cash,5.7,Yangon
828-61-5674,A,Member,Male,Sports and travel,44.02,10,22.01,462.21,20/03/2019,19:57,Credit card,9.6,Yangon
136-08-6195,A,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,15/02/2019,17:01,Credit card,6.4,Yangon
523-38-0215,C,Normal,Male,Home and lifestyle,37,1,1.85,38.85,06/03/2019,13:29,Credit card,7.9,Yangon
490-29-1201,A,Normal,Female,Sports and travel,15.34,1,0.767,16.107,06/01/2019,11:09,Cash,6.5,Yangon
667-92-0055,A,Member,Male,Health and beauty,99.83,6,29.949,628.929,04/03/2019,15:02,Ewallet,8.5,Yangon
565-17-3836,A,Member,Female,Health and beauty,47.67,4,9.534,200.214,12/03/2019,14:21,Cash,9.1,Yangon
498-41-1961,B,Normal,Male,Health and beauty,66.68,5,16.67,350.07,20/02/2019,18:01,Cash,7.6,Mandalay
593-95-4461,C,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,24/03/2019,14:49,Cash,6.9,Yangon
226-71-3580,C,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,31/01/2019,12:02,Cash,9.5,Yangon
283-79-9594,B,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,25/01/2019,13:30,Credit card,5.2,Mandalay
430-60-3493,A,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,03/02/2019,14:38,Cash,4.2,Yangon
139-20-0155,B,Member,Male,Electronic accessories,40.3,10,20.15,423.15,24/01/2019,17:37,Credit card,7,Mandalay
558-80-4082,C,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,14/03/2019,17:20,Ewallet,6,Yangon
278-97-7759,A,Member,Female,Electronic accessories,62.48,1,3.124,65.604,18/02/2019,20:29,Cash,4.7,Yangon
316-68-6352,A,Member,Female,Food and beverages,36.36,2,3.636,76.356,21/01/2019,10:00,Cash,7.1,Yangon
585-03-5943,B,Normal,Male,Health and beauty,18.11,10,9.055,190.155,13/03/2019,11:46,Ewallet,5.9,Mandalay
211-05-0490,C,Member,Female,Electronic accessories,51.92,5,12.98,272.58,03/03/2019,13:42,Cash,7.5,Yangon
727-75-6477,C,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,29/03/2019,14:44,Cash,6.4,Yangon
744-02-5987,A,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,10/01/2019,14:16,Ewallet,5.8,Yangon
307-83-9164,A,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,25/01/2019,15:54,Cash,4.5,Yangon
779-06-0012,C,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,19/01/2019,10:21,Cash,7.7,Yangon
446-47-6729,C,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,02/01/2019,18:09,Credit card,6.7,Yangon
573-10-3877,B,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,12/03/2019,16:46,Credit card,4.7,Mandalay
735-06-4124,C,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,25/02/2019,15:31,Cash,4.4,Yangon
439-54-7422,A,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,18/03/2019,17:15,Credit card,4.7,Yangon
396-90-2219,B,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,23/02/2019,12:29,Cash,8.6,Mandalay
411-77-0180,A,Member,Male,Electronic accessories,72.2,7,25.27,530.67,26/03/2019,20:14,Ewallet,4.3,Yangon
286-01-5402,A,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,30/03/2019,13:22,Cash,9.6,Yangon
803-17-8013,A,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,17/02/2019,17:09,Cash,4.1,Yangon
512-98-1403,A,Member,Female,Electronic accessories,26.48,3,3.972,83.412,21/03/2019,10:40,Ewallet,4.7,Yangon
848-42-2560,A,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,05/03/2019,17:43,Cash,7.8,Yangon
532-59-7201,B,Member,Male,Sports and travel,79.93,6,23.979,503.559,31/01/2019,14:04,Cash,5.5,Mandalay
181-94-6432,C,Member,Male,Fashion accessories,69.33,2,6.933,145.593,05/02/2019,19:05,Ewallet,9.7,Yangon
870-76-1733,A,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,01/02/2019,10:08,Credit card,4.4,Yangon
423-64-4619,A,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,07/03/2019,13:12,Cash,5,Yangon
227-07-4446,C,Member,Female,Electronic accessories,78.13,10,39.065,820.365,10/02/2019,20:51,Cash,4.4,Yangon
174-36-3675,C,Member,Male,Food and beverages,99.37,2,9.937,208.677,14/02/2019,17:29,Cash,5.2,Yangon
428-83-5800,C,Member,Female,Food and beverages,21.08,3,3.162,66.402,09/02/2019,10:25,Cash,7.3,Yangon
603-07-0961,C,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,10/01/2019,11:34,Cash,4.9,Yangon
704-20-4138,C,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,11/03/2019,18:58,Credit card,8.1,Yangon
787-15-1757,C,Member,Male,Health and beauty,44.07,4,8.814,185.094,18/02/2019,16:28,Ewallet,8.4,Yangon
649-11-3678,C,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,26/02/2019,20:26,Cash,5.5,Yangon
622-20-1945,C,Normal,Female,Health and beauty,39.42,1,1.971,41.391,18/01/2019,15:08,Cash,8.4,Yangon
372-94-8041,A,Normal,Male,Health and beauty,15.26,6,4.578,96.138,15/02/2019,18:03,Ewallet,9.8,Yangon
563-91-7120,A,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,08/03/2019,13:21,Cash,6.7,Yangon
746-54-5508,A,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,17/01/2019,12:48,Credit card,9.4,Yangon
276-54-0879,B,Normal,Male,Sports and travel,97.74,4,19.548,410.508,12/03/2019,19:53,Ewallet,6.4,Mandalay
815-11-1168,A,Member,Male,Food and beverages,99.78,5,24.945,523.845,09/03/2019,19:09,Cash,5.4,Yangon
719-76-3868,C,Member,Male,Food and beverages,94.26,4,18.852,395.892,12/03/2019,16:30,Cash,8.6,Yangon
730-61-8757,B,Member,Male,Health and beauty,51.13,4,10.226,214.746,25/01/2019,10:11,Credit card,4,Mandalay
340-66-0321,A,Member,Male,Electronic accessories,36.36,4,7.272,152.712,25/03/2019,13:07,Cash,7.6,Yangon
868-81-1752,B,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,07/02/2019,18:48,Cash,6.8,Mandalay
634-97-8956,A,Normal,Male,Food and beverages,32.9,3,4.935,103.635,17/02/2019,17:27,Credit card,9.1,Yangon
566-71-1091,A,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,03/02/2019,15:59,Cash,5.5,Yangon
442-48-3607,A,Member,Male,Food and beverages,23.48,2,2.348,49.308,14/03/2019,11:21,Credit card,7.9,Yangon
835-16-0096,C,Member,Male,Sports and travel,14.7,5,3.675,77.175,24/03/2019,13:48,Ewallet,8.5,Yangon
527-09-6272,A,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,21/03/2019,10:17,Credit card,9.1,Yangon
898-04-2717,A,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,19/03/2019,15:49,Ewallet,7.5,Yangon
692-27-8933,B,Normal,Female,Sports and travel,57.95,6,17.385,365.085,24/02/2019,13:02,Cash,5.2,Mandalay
633-09-3463,C,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,28/03/2019,12:58,Credit card,9.5,Yangon
374-17-3652,B,Member,Female,Food and beverages,42.82,9,19.269,404.649,05/02/2019,15:26,Credit card,8.9,Mandalay
378-07-7001,B,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,10/02/2019,18:23,Credit card,7.8,Mandalay
433-75-6987,B,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,05/03/2019,19:06,Ewallet,8.9,Mandalay
873-95-4984,B,Member,Female,Health and beauty,76.9,7,26.915,565.215,15/02/2019,20:21,Cash,7.7,Mandalay
416-13-5917,C,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,30/01/2019,16:24,Ewallet,9.3,Yangon
150-89-8043,A,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,14/02/2019,15:04,Cash,6.2,Yangon
135-84-8019,A,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,27/02/2019,16:10,Ewallet,7.6,Yangon
441-94-7118,A,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,04/02/2019,12:14,Cash,7.3,Yangon
725-96-3778,C,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,20/01/2019,10:13,Cash,4.7,Yangon
531-80-1784,A,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,28/03/2019,17:38,Cash,5.1,Yangon
400-45-1220,B,Normal,Female,Health and beauty,13.5,10,6.75,141.75,27/02/2019,11:06,Credit card,4.8,Mandalay
860-79-0874,C,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,15/02/2019,14:53,Credit card,6.6,Yangon
834-61-8124,A,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,26/01/2019,18:22,Cash,5.5,Yangon
115-99-4379,B,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,14/03/2019,19:02,Credit card,8.5,Mandalay
565-67-6697,B,Member,Male,Home and lifestyle,27,9,12.15,255.15,02/03/2019,14:16,Cash,4.8,Mandalay
320-49-6392,C,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,04/03/2019,15:44,Cash,8.4,Yangon
889-04-9723,B,Member,Female,Food and beverages,89.14,4,17.828,374.388,07/01/2019,12:20,Credit card,7.8,Mandalay
632-90-0281,C,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,08/03/2019,20:01,Credit card,9.3,Yangon
554-42-2417,C,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,09/01/2019,13:45,Cash,5.2,Yangon
453-63-6187,B,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,01/03/2019,15:40,Ewallet,6.5,Mandalay
578-80-7669,B,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,16/03/2019,16:58,Cash,5.6,Mandalay
612-36-5536,A,Member,Male,Food and beverages,80.96,8,32.384,680.064,17/02/2019,11:12,Credit card,7.4,Yangon
605-72-4132,C,Normal,Female,Food and beverages,94.47,8,37.788,793.548,27/02/2019,15:12,Cash,9.1,Yangon
471-41-2823,C,Normal,Male,Food and beverages,99.79,2,9.979,209.559,07/03/2019,20:37,Ewallet,8,Yangon
462-67-9126,A,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,21/01/2019,17:44,Cash,7.2,Yangon
272-27-9238,C,Normal,Female,Food and beverages,41.24,4,8.248,173.208,19/02/2019,16:23,Cash,7.1,Yangon
834-25-9262,C,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,06/01/2019,12:12,Cash,9.1,Yangon
122-61-9553,C,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,14/03/2019,19:33,Cash,5.6,Yangon
468-88-0009,A,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,24/03/2019,10:29,Cash,6,Yangon
613-59-9758,C,Normal,Female,Sports and travel,14.36,10,7.18,150.78,27/01/2019,14:28,Cash,5.4,Yangon
254-31-0042,A,Member,Male,Electronic accessories,21.5,9,9.675,203.175,06/03/2019,12:46,Credit card,7.8,Yangon
201-86-2184,B,Member,Female,Electronic accessories,26.26,7,9.191,193.011,02/02/2019,19:40,Cash,9.9,Mandalay
261-12-8671,B,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,25/01/2019,19:39,Credit card,4.9,Mandalay
730-70-9830,C,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,14/03/2019,17:54,Ewallet,5.2,Yangon
382-25-8917,C,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,29/01/2019,12:25,Cash,8.9,Yangon
422-29-8786,A,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,03/01/2019,16:47,Credit card,9.1,Yangon
667-23-5919,A,Member,Female,Fashion accessories,96.7,5,24.175,507.675,14/01/2019,12:52,Ewallet,7,Yangon
843-01-4703,B,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,05/01/2019,19:50,Credit card,9.6,Mandalay
743-88-1662,C,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,22/02/2019,18:17,Ewallet,8.7,Yangon
595-86-2894,C,Member,Male,Fashion accessories,96.98,4,19.396,407.316,06/02/2019,17:20,Ewallet,9.4,Yangon
182-69-8360,B,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,30/01/2019,13:32,Credit card,4,Mandalay
289-15-7034,A,Member,Male,Sports and travel,82.33,4,16.466,345.786,11/01/2019,10:37,Credit card,7.5,Yangon
462-78-5240,C,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,19/03/2019,14:35,Cash,4.2,Yangon
868-52-7573,B,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,14/01/2019,12:09,Cash,9.9,Mandalay
153-58-4872,C,Member,Female,Food and beverages,74.89,4,14.978,314.538,01/03/2019,15:32,Ewallet,4.2,Yangon
662-72-2873,A,Normal,Female,Food and beverages,40.94,5,10.235,214.935,06/01/2019,13:58,Ewallet,9.9,Yangon
525-88-7307,B,Member,Male,Sports and travel,75.82,1,3.791,79.611,31/01/2019,13:19,Cash,5.8,Mandalay
689-16-9784,C,Normal,Male,Food and beverages,46.77,6,14.031,294.651,11/03/2019,13:37,Cash,6,Yangon
725-56-0833,A,Normal,Female,Health and beauty,32.32,10,16.16,339.36,20/02/2019,16:49,Credit card,10,Yangon
394-41-0748,C,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,27/01/2019,14:55,Ewallet,9.5,Yangon
596-42-3999,B,Normal,Male,Food and beverages,18.22,7,6.377,133.917,10/03/2019,14:04,Credit card,6.6,Mandalay
541-89-9860,C,Member,Female,Fashion accessories,80.48,3,12.072,253.512,15/02/2019,12:31,Cash,8.1,Yangon
173-82-9529,B,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,26/01/2019,14:51,Cash,9.7,Mandalay
563-36-9814,A,Member,Male,Electronic accessories,76.82,1,3.841,80.661,13/02/2019,18:27,Ewallet,7.2,Yangon
308-47-4913,A,Member,Female,Sports and travel,52.26,10,26.13,548.73,09/03/2019,12:45,Credit card,6.2,Yangon
885-17-6250,A,Normal,Female,Health and beauty,79.74,1,3.987,83.727,06/03/2019,10:36,Ewallet,7.3,Yangon
726-27-2396,A,Normal,Female,Health and beauty,77.5,5,19.375,406.875,24/01/2019,20:36,Ewallet,4.3,Yangon
316-01-3952,A,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,13/03/2019,14:16,Ewallet,4.6,Yangon
760-54-1821,B,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,15/03/2019,10:26,Cash,5.8,Mandalay
793-10-3222,B,Member,Female,Health and beauty,41.06,6,12.318,258.678,05/03/2019,13:30,Credit card,8.3,Mandalay
346-12-3257,B,Member,Male,Electronic accessories,19.24,9,8.658,181.818,04/03/2019,16:28,Cash,8,Mandalay
110-05-6330,C,Normal,Female,Food and beverages,39.43,6,11.829,248.409,25/03/2019,20:18,Credit card,9.4,Yangon
651-61-0874,C,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,12/03/2019,20:04,Credit card,6.2,Yangon
236-86-3015,C,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,04/02/2019,13:38,Ewallet,9.8,Yangon
831-64-0259,B,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,22/02/2019,10:43,Ewallet,9.6,Mandalay
587-03-7455,C,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,16/02/2019,17:30,Ewallet,4.9,Yangon
882-40-4577,A,Member,Male,Sports and travel,67.26,4,13.452,282.492,19/01/2019,15:28,Credit card,8,Yangon
732-67-5346,A,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,11/01/2019,19:07,Credit card,7.8,Yangon
725-32-9708,B,Member,Female,Fashion accessories,68.71,4,13.742,288.582,04/01/2019,19:01,Cash,4.1,Mandalay
256-08-8343,A,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,04/03/2019,19:48,Ewallet,5.5,Yangon
372-26-1506,C,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,28/01/2019,19:24,Ewallet,5.4,Yangon
244-08-0162,B,Normal,Female,Health and beauty,34.21,10,17.105,359.205,02/01/2019,13:00,Cash,5.1,Mandalay
569-71-4390,B,Normal,Male,Sports and travel,21.87,2,2.187,45.927,25/01/2019,14:29,Ewallet,6.9,Mandalay
132-23-6451,A,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,04/01/2019,13:21,Cash,7.8,Yangon
696-90-2548,A,Normal,Male,Sports and travel,25.84,3,3.876,81.396,10/03/2019,18:55,Ewallet,6.6,Yangon
472-15-9636,A,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,22/03/2019,19:36,Ewallet,9.2,Yangon
268-03-6164,B,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,25/01/2019,16:28,Ewallet,7.8,Mandalay
750-57-9686,C,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,08/01/2019,13:48,Credit card,8.7,Yangon
186-09-3669,C,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,22/01/2019,10:57,Ewallet,9.2,Yangon
848-07-1692,B,Normal,Female,Health and beauty,57.22,2,5.722,120.162,12/01/2019,17:13,Ewallet,8.3,Mandalay
745-71-3520,A,Member,Female,Electronic accessories,25.22,7,8.827,185.367,04/02/2019,10:23,Cash,8.2,Yangon
266-76-6436,C,Member,Female,Food and beverages,38.6,3,5.79,121.59,28/03/2019,13:57,Ewallet,7.5,Yangon
740-22-2500,C,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,23/01/2019,13:29,Cash,9.8,Yangon
271-88-8734,C,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,08/02/2019,13:00,Credit card,8.7,Yangon
301-81-8610,B,Member,Male,Fashion accessories,25.42,8,10.168,213.528,19/03/2019,19:42,Credit card,6.7,Mandalay
489-64-4354,C,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,09/03/2019,15:36,Cash,5,Yangon
198-84-7132,B,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,02/01/2019,13:40,Cash,7,Mandalay
269-10-8440,A,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,21/01/2019,18:01,Cash,8.9,Yangon
650-98-6268,B,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,20/03/2019,13:53,Credit card,8,Mandalay
741-73-3559,B,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,27/02/2019,17:27,Cash,6.9,Mandalay
325-77-6186,A,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,08/03/2019,10:53,Ewallet,7.3,Yangon
286-75-7818,B,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,31/01/2019,19:48,Credit card,6.9,Mandalay
574-57-9721,C,Normal,Male,Food and beverages,43.27,2,4.327,90.867,08/03/2019,16:53,Ewallet,5.7,Yangon
459-50-7686,A,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,13/01/2019,19:14,Ewallet,6.4,Yangon
616-87-0016,B,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,09/03/2019,14:36,Credit card,9.6,Mandalay
837-55-7229,B,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,22/02/2019,18:19,Credit card,6.8,Mandalay
751-69-0068,C,Normal,Male,Sports and travel,99.24,9,44.658,937.818,19/03/2019,19:09,Ewallet,9,Yangon
257-73-1380,C,Member,Male,Sports and travel,82.93,4,16.586,348.306,20/01/2019,16:51,Ewallet,9.6,Yangon
345-08-4992,A,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,08/03/2019,15:37,Credit card,7.7,Yangon
549-96-4200,C,Member,Male,Food and beverages,17.04,4,3.408,71.568,08/03/2019,20:15,Ewallet,7,Yangon
810-60-6344,C,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,07/02/2019,14:38,Credit card,6.5,Yangon
450-28-2866,C,Member,Male,Food and beverages,17.44,5,4.36,91.56,15/01/2019,19:25,Cash,8.1,Yangon
394-30-3170,B,Member,Female,Sports and travel,88.43,8,35.372,742.812,22/03/2019,19:35,Credit card,4.3,Mandalay
138-17-5109,A,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,15/01/2019,15:42,Credit card,6.5,Yangon
192-98-7397,C,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,08/01/2019,14:11,Ewallet,9.5,Yangon
301-11-9629,A,Normal,Female,Sports and travel,19.1,7,6.685,140.385,15/01/2019,10:43,Cash,9.7,Yangon
390-80-5128,B,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,28/01/2019,17:58,Credit card,9.5,Mandalay
